runId,round,scopeFamily,requiredFamily,profileId,profileLabel,queryText,queryFamily,queryCascadeIndex,attemptNumber,elapsedMs,timedOut,abortOrigin,responseHeadersReceived,bodyCompleted,docsReturned,acceptedAfterSourcePolicy,finalContribution,contributedToFinalSlate,failedReason,lifecycleStage
romance-r8,8,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,293,false,,true,true,8,5,2,true,,completed
romance-r8,8,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,100,false,,true,true,1,1,0,false,,completed
adventure_historical-r8,8,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,189,false,,true,true,8,2,0,false,,completed
adventure_historical-r8,8,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,170,false,,true,true,8,7,3,true,,completed
adventure_historical-r8,8,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,1903,false,,true,true,8,0,0,false,,completed
adventure_historical-r8,8,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,235,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
mystery_thriller-r9,9,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,476,false,,true,true,8,6,5,true,,completed
horror_paranormal-r9,9,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,121,false,,true,true,8,4,3,true,,completed
horror_paranormal-r9,9,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,1604,false,,true,true,8,4,0,false,,completed
speculative_scifi-r9,9,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,316,false,,true,true,8,0,0,false,,completed
speculative_scifi-r9,9,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,179,false,,true,true,0,0,0,false,,completed
speculative_scifi-r9,9,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,137,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
contemporary-r9,9,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,554,false,,true,true,8,7,2,true,,completed
contemporary-r9,9,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,2008,true,local_timeout,false,false,0,0,0,false,per_query_timeout,pre_headers
romance-r9,9,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,398,false,,true,true,8,5,2,true,,completed
romance-r9,9,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,682,false,,true,true,1,1,0,false,,completed
adventure_historical-r9,9,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,365,false,,true,true,8,2,0,false,,completed
adventure_historical-r9,9,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,219,false,,true,true,8,7,3,true,,completed
adventure_historical-r9,9,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,1579,false,,true,true,8,0,0,false,,completed
adventure_historical-r9,9,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,160,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
fantasy-r9,9,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,133,false,,true,true,8,2,1,true,,completed
fantasy-r9,9,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,567,false,,true,true,8,3,1,true,,completed
fantasy-r9,9,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,766,false,,true,true,8,0,0,false,,completed
fantasy-r9,9,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,120,false,,true,true,8,4,0,false,,completed
fantasy-r9,9,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,1215,false,,true,true,8,3,0,false,,completed
fantasy-r9,9,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,595,false,,true,true,8,2,0,false,,completed
horror_paranormal-r10,10,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,262,false,,true,true,8,4,3,true,,completed
horror_paranormal-r10,10,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,309,false,,true,true,8,4,0,false,,completed
speculative_scifi-r10,10,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,193,false,,true,true,8,0,0,false,,completed
speculative_scifi-r10,10,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,180,false,,true,true,0,0,0,false,,completed
speculative_scifi-r10,10,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,290,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
contemporary-r10,10,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,232,false,,true,true,8,7,2,true,,completed
contemporary-r10,10,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,237,false,,true,true,8,4,1,true,,completed
romance-r10,10,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,842,false,,true,true,8,5,2,true,,completed
romance-r10,10,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,71,false,,true,true,1,1,0,false,,completed
adventure_historical-r10,10,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,197,false,,true,true,8,2,0,false,,completed
adventure_historical-r10,10,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,98,false,,true,true,8,7,3,true,,completed
adventure_historical-r10,10,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,726,false,,true,true,8,0,0,false,,completed
adventure_historical-r10,10,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,282,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
fantasy-r10,10,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,995,false,,true,true,8,2,1,true,,completed
fantasy-r10,10,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,218,false,,true,true,8,3,1,true,,completed
fantasy-r10,10,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,1494,false,,true,true,8,0,0,false,,completed
fantasy-r10,10,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,115,false,,true,true,8,4,0,false,,completed
fantasy-r10,10,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,679,false,,true,true,8,3,0,false,,completed
fantasy-r10,10,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,446,false,,true,true,8,2,0,false,,completed
mystery_thriller-r10,10,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,395,false,,true,true,8,6,5,true,,completed
speculative_scifi-r11,11,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,1805,false,,true,true,8,0,0,false,,completed
speculative_scifi-r11,11,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,297,false,,true,true,0,0,0,false,,completed
speculative_scifi-r11,11,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,101,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
contemporary-r11,11,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,95,false,,true,true,8,7,2,true,,completed
contemporary-r11,11,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,562,false,,true,true,8,4,1,true,,completed
romance-r11,11,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,948,false,,true,true,8,5,2,true,,completed
romance-r11,11,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,494,false,,true,true,1,1,0,false,,completed
adventure_historical-r11,11,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,684,false,,true,true,8,2,0,false,,completed
adventure_historical-r11,11,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,148,false,,true,true,8,7,3,true,,completed
adventure_historical-r11,11,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,313,false,,true,true,8,0,0,false,,completed
adventure_historical-r11,11,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,134,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
fantasy-r11,11,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,839,false,,true,true,8,2,1,true,,completed
fantasy-r11,11,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,402,false,,true,true,8,3,1,true,,completed
fantasy-r11,11,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,1089,false,,true,true,8,0,0,false,,completed
fantasy-r11,11,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,94,false,,true,true,8,4,0,false,,completed
fantasy-r11,11,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,502,false,,true,true,8,3,0,false,,completed
fantasy-r11,11,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,532,false,,true,true,8,2,0,false,,completed
mystery_thriller-r11,11,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,650,false,,true,true,8,6,5,true,,completed
horror_paranormal-r11,11,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,195,false,,true,true,8,4,3,true,,completed
horror_paranormal-r11,11,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,174,false,,true,true,8,4,0,false,,completed
contemporary-r12,12,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,271,false,,true,true,8,7,2,true,,completed
contemporary-r12,12,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,157,false,,true,true,8,4,1,true,,completed
romance-r12,12,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,845,false,,true,true,8,5,2,true,,completed
romance-r12,12,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,92,false,,true,true,1,1,0,false,,completed
adventure_historical-r12,12,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,124,false,,true,true,8,2,0,false,,completed
adventure_historical-r12,12,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,97,false,,true,true,8,7,3,true,,completed
adventure_historical-r12,12,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,612,false,,true,true,8,0,0,false,,completed
adventure_historical-r12,12,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,153,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
fantasy-r12,12,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,1051,false,,true,true,8,2,1,true,,completed
fantasy-r12,12,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,168,false,,true,true,8,3,1,true,,completed
fantasy-r12,12,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,250,false,,true,true,8,0,0,false,,completed
fantasy-r12,12,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,477,false,,true,true,8,4,0,false,,completed
fantasy-r12,12,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,561,false,,true,true,8,3,0,false,,completed
fantasy-r12,12,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,210,false,,true,true,8,2,0,false,,completed
mystery_thriller-r12,12,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,309,false,,true,true,8,6,5,true,,completed
horror_paranormal-r12,12,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,741,false,,true,true,8,4,3,true,,completed
horror_paranormal-r12,12,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,233,false,,true,true,8,4,0,false,,completed
speculative_scifi-r12,12,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,809,false,,true,true,8,0,0,false,,completed
speculative_scifi-r12,12,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,435,false,,true,true,0,0,0,false,,completed
speculative_scifi-r12,12,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,104,false,,true,true,8,0,0,false,emergency_fallback_probe_returned_docs,completed
